-6,62; 9,17
-6,60; 9,06
-6,59; 8,97
-6,59; 8,88
-6,57; 8,75
-6,55; 8,66
-6,55; 8,57
-6,53; 8,45
-6,52; 8,35
-6,52; 8,26
-6,52; 8,17
-6,49; 8,06
-6,48; 7,97
-6,45; 7,87
-6,45; 7,78
-6,45; 7,70
-6,51; 7,65
-6,59; 7,69
-6,64; 7,80
-6,68; 7,88
-6,71; 7,97
-6,77; 8,11
-6,80; 8,24
-6,85; 8,33
-6,91; 8,43
-6,97; 8,51
-7,01; 8,59
-7,06; 8,68
-7,08; 8,76
-7,10; 8,81
-7,16; 8,90
-7,17; 8,99
-7,20; 9,11
-7,26; 9,24
-7,32; 9,34
-7,35; 9,46
-7,40; 9,58
-7,46; 9,67
-7,52; 9,74
-7,61; 9,75
-7,69; 9,71
-7,75; 9,59
-7,77; 9,47
-7,77; 9,37
-7,74; 9,27
-7,70; 9,16
-7,65; 9,08
-7,64; 8,96
-7,59; 8,89
-7,58; 8,80
-7,53; 8,71
-7,49; 8,59
-7,43; 8,47
-7,38; 8,34
-7,35; 8,22
-7,32; 8,13
-7,29; 8,03
-7,22; 7,92
-7,21; 7,82
-7,18; 7,74
-7,16; 7,64
-7,13; 7,52
-7,09; 7,40
-7,04; 7,31
-6,99; 7,20
-6,99; 7,11
-6,99; 7,02
-7,00; 6,93
-7,06; 6,84
-7,15; 6,80
-7,24; 6,86
-7,32; 6,92
-7,38; 6,99
-7,46; 7,04
-7,53; 7,12
-7,62; 7,18
-7,70; 7,26
-7,78; 7,31
-7,83; 7,37
-7,90; 7,45
-7,96; 7,52
-7,99; 7,59
-8,08; 7,67
-8,12; 7,76
-8,19; 7,82
-8,28; 7,90
-8,37; 7,91
-8,46; 7,91
-8,54; 7,85
-8,59; 7,74
